alamat,harga,jumlah_kamar,luas_bangunan,luas_lahan
"Cimanggis, Depok",2140000000,5,130,130
"Cinere, Depok",1850000000,4,150,144
"Cinere, Depok",3000000000,6,250,300
"Cilodong, Depok",775000000,2,45,65
"Sukatani, Depok",385000000,1,15,96
"Cipayung, Depok",235000000,2,21,40
"Cipayung, Depok",275000000,2,21,50
"Cimanggis, Depok",550000000,2,36,61
"Depok, Depok",640000000,2,36,72
"Grogol, Depok",380000000,1,106,106
"Pancoran Mas, Depok",145000000,2,33,33
"Pancoran Mas, Depok",795000000,2,45,105
"Sukmajaya, Depok",350000000,3,147,133
"Citayam, Depok",175000000,2,30,30
"Cinere, Depok",575000000,3,65,106
"Cipayung, Depok",1100000000,2,110,125
"Cinere, Depok",150000000,2,27,30
Depok,1200000000,3,60,120
"Cinere, Depok",8000000000,5,385,225
"Pasir Putih, Depok",240000000,2,36,50
"Cilodong, Depok",428500000,2,36,70
"Cilodong, Depok",445000000,5,150,150
"Cipayung, Depok",300000000,2,38,72
"Sukmajaya, Depok",3900000000,5,150,334
"Cimanggis, Depok",300000000,2,40,8000
"Sawangan, Depok",540000000,2,40,6
"Depok, Depok",2200000000,4,80,200
"Sukmajaya, Depok",860000000,3,200,151
Depok,190000000,2,36,50
"Cipayung, Depok",250000000,2,36,60
"Citayam, Depok",200000000,2,30,72
Depok,150000000,2,27,30
"Kukusan, Depok",950000000,4,100,149
"Sawangan, Depok",400000000,2,40,33
"Cilodong, Depok",250000000,2,36,50
"Cilodong, Depok",478500000,2,36,70
"Kukusan, Depok",670000000,2,45,64
"Beji, Depok",660000000,2,40,60
"Cilodong, Depok",155000000,2,40,60
"Citayam, Depok",150000000,2,35,35
"Beji, Depok",2333000000,10,210,83
"Bojongsari, Depok",471000000,2,45,91
"Cinere, Depok",1636192800,3,77,60
"Harjamukti, Depok",2330000000,5,300,407
Depok,2200000000,3,64,99
"Cilodong, Depok",655670000,2,40,75
"Cipayung, Depok",250000000,2,60,60
"Limo, Depok",150000000,2,27,30
"Cilodong, Depok",150000000,2,27,30
"Cimanggis, Depok",985000000,2,60,147
"Kemiri Muka, Depok",999000000,3,85,65
"Pancoran Mas, Depok",580000000,3,100,100
"Sawangan, Depok",475000000,2,36,70
"Citayam, Depok",195000000,2,36,55
"Tapos, Depok",495000000,2,46,40
"Citayam, Depok",165000000,2,30,30
"Mekarsari, Depok",1200000000,7,200,246
"Mekarsari, Depok",4927655000,1,1110,575
Depok,300000000,2,60,60
"Rangkapan Jaya, Depok",325000000,2,55,50
"Tanah Baru, Depok",250000000,2,36,55
"Sawangan, Depok",532000000,2,45,84
"Margonda, Depok",725000000,10,125,82
Depok,190000000,2,36,50
"Citayam, Depok",190000000,2,45,45
"Mekarsari, Depok",1100000000,5,135,160
"Tanah Baru, Depok",185000000,2,36,50
"Citayam, Depok",150000000,2,37,38
"Tapos, Depok",1200000000,4,200,175
"Pancoran Mas, Depok",181000000,1,24,60
"Sukmajaya, Depok",500000000,2,70,50
"Gandul, Depok",1699000000,3,86,70
"Beji, Depok",3800000000,10,420,191
"Gandul, Depok",365000000,2,30,40
"Beji, Depok",750000000,3,70,45
"Sawangan, Depok",387000000,2,36,60
"Gandul, Depok",365000000,2,30,40
"Citayam, Depok",160000000,2,30,38
"Margonda, Depok",150000000,2,27,30
"Sawangan, Depok",370000000,3,50,77
"Cimanggis, Depok",550000000,3,66,8000
"Beji, Depok",650000000,1,80,43
"Depok, Depok",3500000000,5,200,425
"Citayam, Depok",611000000,2,60,60
"Kukusan, Depok",1049000000,3,72,60
"Citayam, Depok",200000000,2,36,50
"Kukusan, Depok",675000000,1,50,60
"Limo, Depok",250000000,1,30,47
"Pasir Putih, Depok",300000000,2,40,60
"Sawangan, Depok",181000000,1,24,60
"Sawangan, Depok",181000000,1,24,60
"Cimanggis, Depok",1000000000,3,117,128
"Margonda, Depok",285000000,2,40,67
"Cipayung, Depok",442000000,2,36,72
"Rangkapan Jaya, Depok",425000000,2,40,60
"Depok Jaya, Depok",181000000,1,24,60
"Sawangan, Depok",195000000,2,30,35
"Citayam, Depok",135000000,2,33,33
"Beji, Depok",3700000000,20,511,417
"Pondok Cina, Depok",4000000000,28,450,438
"Citayam, Depok",135000000,2,35,35
"Sawangan, Depok",425000000,2,40,51
"Margonda, Depok",750000000,10,122,82
"Sawangan, Depok",455000000,3,50,80
"Citayam, Depok",175000000,2,30,42
"Cilodong, Depok",4000000000,5,400,180
"Sawangan, Depok",495000000,2,45,80
"Margonda, Depok",645000000,2,40,75
"Pondok Cina, Depok",649000000,3,54,67
"Margonda, Depok",484300000,2,67,48
"Cinangka, Depok",865000000,3,60,72
"Cimanggis, Depok",199900000,2,32,40
Depok,175000000,2,30,40
"Pancoran Mas, Depok",385000000,2,36,50
"Citayam, Depok",300000000,2,36,60
"Depok, Depok",150000000,2,27,30
"Cimanggis, Depok",695000000,2,36,84
"Citayam, Depok",175000000,2,40,40
"Cipayung, Depok",380000000,3,32,60
"Cimanggis, Depok",155000000,2,40,60
"Cilodong, Depok",275000000,2,60,66
"Rangkapan Jaya, Depok",600000000,2,36,162
"Rangkapan Jaya, Depok",560000000,2,36,60
"Cinere, Depok",13000000000,28,1120,1290
"Cipayung, Depok",275000000,2,21,50
"Depok, Depok",181000000,2,30,60
"Pancoran Mas, Depok",490000000,3,53,83
"Citayam, Depok",100000000,2,30,30
"Bojongsari Baru, Depok",620000000,2,40,83
"Sukmajaya, Depok",1500000000,4,145,108
"Bojongsari, Depok",625000000,2,42,72
"Sawangan, Depok",667500000,2,38,84
"Sawangan, Depok",714800000,3,63,75
"Limo, Depok",1100000000,3,140,72
"Sawangan, Depok",990000000,3,50,150
"Sawangan, Depok",897329340,3,65,70
"Cilodong, Depok",682000000,2,46,60
"Sukmajaya, Depok",1700000000,3,80,228
"Sukmajaya, Depok",900000000,2,56,94
"Citayam, Depok",250000000,2,40,60
"Citayam, Depok",280000000,2,50,70
"Citayam, Depok",235000000,2,40,56
"Citayam, Depok",285000000,2,50,70
"Citayam, Depok",270000000,2,40,60
"Citayam, Depok",265000000,2,40,60
"Citayam, Depok",130000000,2,30,30
"Cimanggis, Depok",2200000000,5,250,185
"Pancoran Mas, Depok",1639000000,3,82,72
"Cimanggis, Depok",2300000000,4,170,155
"Pancoran Mas, Depok",920000000,3,85,54
"Cilodong, Depok",1100000000,3,106,99
"Cimanggis, Depok",2500000000,4,265,300
"Cimanggis, Depok",2000000000,4,120,141
"Tapos, Depok",795000000,2,36,90
"Sawangan, Depok",490000000,2,40,60
"Cimanggis, Depok",694000000,2,57,77
"Cinere, Depok",4800000000,4,257,90
"Cimanggis, Depok",2200000000,5,185,185
Depok,725000000,2,45,77
"Tapos, Depok",1350000000,3,80,120
"Sawangan, Depok",1700000000,3,79,120
"Tapos, Depok",590000000,2,36,72
"Cimanggis, Depok",595000000,3,56,55
"Tapos, Depok",775000000,3,60,54
"Pasir Putih, Depok",500000000,2,38,75
"Sawangan, Depok",555000000,3,45,54
"Cilodong, Depok",605000000,3,56,43
"Cilodong, Depok",1300000000,3,70,101
"Cinere, Depok",1699000000,3,86,70
"Cilodong, Depok",605000000,3,56,43
"Cilodong, Depok",600000000,3,51,40
"Pasir Putih, Depok",545000000,3,40,50
"Cilodong, Depok",460000000,2,30,51
"Cilodong, Depok",570000000,3,52,52
"Bojongsari, Depok",2800000000,4,149,128
"Bojongsari, Depok",1556000000,4,103,96
"Citayam, Depok",115000000,1,24,24
"Tapos, Depok",1100000000,1,105,196
"Beji, Depok",429000000,2,52,68
"Citayam, Depok",440400000,2,36,75
"Cimanggis, Depok",1950000000,4,136,125
"Cimanggis, Depok",430600000,3,40,66
"Citayam, Depok",380400000,2,36,60
"Citayam, Depok",426500000,2,40,65
"Citayam, Depok",404400000,2,36,66
"Harjamukti, Depok",1350000000,3,95,78
"Limo, Depok",426000898,2,40,65
"Citayam, Depok",350000000,2,45,65
"Citayam, Depok",350000000,2,45,80
"Pondok Petir, Depok",921212000,3,60,70
"Sawangan, Depok",1911000000,3,95,84
"Bojongsari, Depok",526000000,3,55,90
"Bojongsari, Depok",1880000000,3,81,128
"Cimanggis, Depok",945000000,3,80,40
"Cilodong, Depok",2140000000,4,196,130
"Limo, Depok",950500000,2,84,51
"Cinere, Depok",2160000000,4,170,100
"Pancoran Mas, Depok",700000000,3,65,90
"Bojongsari Baru, Depok",2140000000,3,100,138
"Cimanggis, Depok",1200000000,4,200,180
"Bojongsari, Depok",600000000,2,39,83
"Cinere, Depok",2030000000,3,110,186
"Cipayung, Depok",699000000,2,50,69
"Cipayung Jaya, Depok",245000000,2,21,47
"Sukmajaya, Depok",1605000000,4,115,120
"Limo, Depok",900000000,3,144,133
"Sawangan, Depok",1230000000,3,160,90
"Cilodong, Depok",2140000000,4,196,130
Depok,1110000000,3,90,135
"Cimanggis, Depok",1900000000,3,145,120
"Cimanggis, Depok",1930000000,4,165,128
"Bojongsari, Depok",850000000,3,45,108
"Bojongsari, Depok",650000000,2,69,84
"Sawangan, Depok",540000000,2,36,75
"Cilodong, Depok",1500000000,3,189,108
"Bojongsari, Depok",1400000000,3,90,227
"Limo, Depok",1930000000,2,100,180
"Bojongsari, Depok",580000000,2,72,92
"Sukmajaya, Depok",1605000000,4,115,120
"Cinere, Depok",5000000000,5,250,300
"Sukmajaya, Depok",1770000000,2,65,180
"Sukmajaya, Depok",1020000000,2,77,115
"Bojongsari, Depok",1340000000,2,60,152
"Tapos, Depok",970000000,2,40,133
"Cimanggis, Depok",1340000000,2,60,103
"Beji, Depok",970000000,2,95,100
"Sawangan, Depok",660000000,2,50,82
"Tapos, Depok",700000000,2,30,90
"Baktijaya, Depok",860000000,3,150,140
"Bojongsari, Depok",1230000000,3,75,150
"Cimanggis, Depok",1930000000,3,180,96
"Tapos, Depok",890000000,2,54,90
"Sawangan, Depok",1230000000,3,160,90
"Tanah Baru, Depok",1140000000,2,98,87
"Pancoran Mas, Depok",1290000000,3,120,105
"Cimanggis, Depok",1050000000,3,154,83
"Sukmajaya, Depok",1590000000,3,150,106
"Limo, Depok",1820000000,4,220,150
"Cimanggis, Depok",1930000000,4,165,128
"Cimanggis, Depok",1500000000,3,107,102
"Cilodong, Depok",575000000,5,150,105
"Cinere, Depok",500000000,2,45,65
"Bojongsari, Depok",936000000,2,42,72
"Sawangan, Depok",640000000,2,50,87
"Pancoran Mas, Depok",1290000000,3,120,105
"Pancoran Mas, Depok",1820000000,3,114,124
"Cilodong, Depok",1500000000,3,189,108
"Cipayung, Depok",730000000,2,45,93
"Tapos, Depok",910000000,2,54,90
"Bojongsari, Depok",540000000,2,65,72
"Tapos, Depok",1050000000,2,100,90
"Bojongsari, Depok",900000000,3,81,81
"Tapos, Depok",1460900000,3,150,174
"Tapos, Depok",1020000000,3,140,120
"Cimanggis, Depok",910000000,2,70,106
"Tapos, Depok",750000000,2,54,90
"Sawangan, Depok",1230000000,3,160,90
"Cilodong, Depok",1320000000,3,90,72
"Sukmajaya, Depok",900000000,2,45,90
"Tanah Baru, Depok",1400000000,4,115,105
"Bojongsari, Depok",851000000,3,140,131
"Cimanggis, Depok",1050000000,3,92,91
"Cimanggis, Depok",1930000000,3,180,96
"Cipayung, Depok",700000000,3,80,83
"Tanah Baru, Depok",1400000000,4,115,105
"Pancoran Mas, Depok",2890000000,5,170,123
"Pancoran Mas, Depok",1360000000,3,88,84
"Cilodong, Depok",1340000000,4,100,90
"Pancoran Mas, Depok",1500000000,5,150,135
"Cimanggis, Depok",1340000000,2,60,103
"Bojongsari, Depok",740000000,3,65,105
"Bojongsari, Depok",531000000,2,42,68
"Sawangan, Depok",500000000,2,36,78
"Pancoran Mas, Depok",1290000000,3,120,105
"Beji, Depok",970000000,2,95,100
"Sawangan, Depok",660000000,2,50,82
"Tapos, Depok",700000000,2,30,90
"Sawangan, Depok",1230000000,3,160,90
"Cimanggis, Depok",1930000000,3,180,96
"Sukmajaya, Depok",900000000,2,45,90
"Cilodong, Depok",1320000000,3,90,72
"Tanah Baru, Depok",1400000000,4,115,105
"Bojongsari, Depok",851000000,3,140,131
"Limo, Depok",1820000000,4,220,150
"Cimanggis, Depok",1050000000,3,92,91
"Tapos, Depok",1050000000,2,100,90
"Tapos, Depok",1460900000,3,150,174
"Baktijaya, Depok",860000000,3,150,140
"Bojongsari, Depok",1340000000,2,60,152
"Tapos, Depok",970000000,2,40,133
"Tapos, Depok",890000000,2,54,90
"Tanah Baru, Depok",1140000000,2,98,87
"Tapos, Depok",1020000000,3,140,120
"Bojongsari, Depok",900000000,3,81,81
"Tapos, Depok",750000000,2,54,90
"Tanah Baru, Depok",1400000000,4,115,105
"Sawangan, Depok",640000000,2,50,87
"Pancoran Mas, Depok",1820000000,3,114,124
"Cilodong, Depok",1500000000,3,189,108
"Cipayung, Depok",730000000,2,45,93
"Pancoran Mas, Depok",1290000000,3,120,105
"Tapos, Depok",910000000,2,54,90
"Cimanggis, Depok",1050000000,3,154,83
"Pancoran Mas, Depok",2890000000,5,170,123
"Sukmajaya, Depok",1590000000,3,150,106
"Cimanggis, Depok",1930000000,4,165,128
"Cimanggis, Depok",1500000000,3,107,102
"Pancoran Mas, Depok",1360000000,3,88,84
"Cilodong, Depok",1340000000,4,100,90
"Pancoran Mas, Depok",1500000000,5,150,135
"Cilodong, Depok",575000000,5,150,105
"Pasir Putih, Depok",500000000,2,38,75
"Sawangan, Depok",555000000,3,45,54
"Cilodong, Depok",605000000,3,56,43
"Pangkalan Jati, Depok",3000000000,3,248,190
"Cinangka, Depok",622000000,2,36,80
"Bojongsari, Depok",623000000,2,36,80
"Cimanggis, Depok",736728525,3,45,41
Depok,627000000,2,40,60
"Citayam, Depok",250000000,2,40,55
"Cinere, Depok",5000000000,5,250,300
"Pengasinan, Depok",850000000,3,70,70
"Sawangan, Depok",845000000,3,70,72
"Sukmajaya, Depok",4280000000,4,200,171
"Sawangan, Depok",1400000000,3,90,109
"Pancoran Mas, Depok",1080000000,3,90,72
"Margonda, Depok",900000000,2,45,90
"Pancoran Mas, Depok",860000000,3,120,78
"Margonda, Depok",1590000000,3,150,106
"Limo, Depok",1660000000,3,89,105
"Pancoran Mas, Depok",6250000000,2,400,185
"Cisalak, Depok",827500000,3,61,61
"Beji, Depok",1495000000,3,130,95
"Cinere, Depok",1690000000,2,120,120
"Cipayung, Depok",480000000,2,38,72
"Sawangan, Depok",600000000,3,40,60
"Sawangan, Depok",550000000,2,45,72
"Cilodong, Depok",795000000,3,60,63
"Leuwi Nanggung, Depok",880000000,4,90,98
"Pengasinan, Depok",850000000,3,70,70
"Sawangan, Depok",845000000,3,70,72
"Citayam, Depok",250000000,2,40,55
"Tapos, Depok",1100000000,2,88,169
"Bojongsari, Depok",950000000,3,108,90
"Cinere, Depok",4950000000,4,200,250
"Pancoran Mas, Depok",860000000,3,120,78
"Sukmajaya, Depok",4280000000,4,200,171
"Cilodong, Depok",970000000,5,85,81
"Cinere, Depok",2900000000,5,242,230
"Bojongsari, Depok",830000000,3,70,85
"Sawangan, Depok",1480000000,3,120,120
"Limo, Depok",1640000000,3,95,84
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Sawangan, Depok",1060000000,4,100,148
"Sawangan, Depok",1480000000,3,120,120
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Sawangan, Depok",745000000,3,60,100
"Pancoran Mas, Depok",660000000,2,45,80
"Cimanggis, Depok",4500000000,9,200,259
"Cilodong, Depok",619000000,2,40,66
"Kalibaru, Depok",1080000000,3,78,72
"Sawangan, Depok",2500000000,3,200,230
"Krukut, Depok",485000000,2,36,52
"Serua, Depok",865000000,3,70,75
"Sawangan, Depok",1222000000,3,73,72
"Tapos, Depok",1765000000,3,150,134
"Bojongsari, Depok",300000000,2,40,60
"Sawangan, Depok",1222000000,3,73,72
"Cilodong, Depok",619000000,2,40,66
"Pancoran Mas, Depok",660000000,2,45,80
"Kalibaru, Depok",1080000000,3,78,72
"Sawangan, Depok",745000000,3,60,100
"Cimanggis, Depok",4500000000,9,200,259
"Bojongsari, Depok",775000000,2,57,105
"Depok, Depok",750000000,2,50,82
"Cimpaeun, Depok",890000000,2,54,90
"Cinangka, Depok",700000000,3,66,60
"Cinere, Depok",2995000000,5,102,202
"Jatimulya, Depok",740000000,2,70,84
"Bojongsari, Depok",799000000,2,76,108
"Bojongsari, Depok",830000000,3,70,85
"Limo, Depok",1640000000,3,95,84
"Kelapa Dua, Depok",800000000,3,81,60
"Cinere, Depok",1290000000,5,120,89
"Sawangan, Depok",1060000000,4,100,148
"Cinere, Depok",2900000000,5,242,230
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Sukmajaya, Depok",1000000000,2,75,90
"Citayam, Depok",220000000,2,32,40
"Citayam, Depok",220000000,2,32,40
"Sawangan, Depok",1480000000,3,120,120
"Cipayung, Depok",250000000,2,36,50
"Pancoran Mas, Depok",1040000000,3,100,58
"Citayam, Depok",200000000,2,36,50
"Cinere, Depok",1690000000,2,120,120
"Cisalak, Depok",827500000,3,61,61
"Beji, Depok",1495000000,3,130,95
"Pancoran Mas, Depok",6250000000,2,400,185
"Cinere, Depok",4000000000,3,225,425
"Sawangan, Depok",550000000,2,45,72
"Sawangan, Depok",600000000,3,40,60
"Cinere, Depok",3850000000,5,250,255
"Bojongsari, Depok",650000000,2,45,84
"Cinere, Depok",6500000000,6,500,635
"Pancoran Mas, Depok",370000000,3,80,100
"Cilodong, Depok",632900000,3,63,60
"Cimanggis, Depok",695000000,2,55,47
"Depok, Depok",775000000,3,60,54
"Sawangan, Depok",950000000,3,70,72
"Cinangka, Depok",650000000,2,50,65
"Cinangka, Depok",1350000000,3,90,100
"Sawangan, Depok",1350000000,3,90,100
"Sawangan, Depok",2566700000,4,184,144
"Sawangan, Depok",1627401000,3,79,120
"Citayam, Depok",600000000,2,45,86
"Cinere, Depok",2500000000,5,200,262
"Sawangan, Depok",599999999,3,120,135
"Cimanggis, Depok",800000000,3,61,45
"Bojongsari Baru, Depok",850000000,3,45,108
"Sawangan, Depok",891900000,3,60,60
"Sawangan, Depok",2000000000,3,110,98
"Pancoran Mas, Depok",870000000,3,70,75
"Citayam, Depok",428000000,2,40,68
Depok,1100000000,6,180,115
"Limo, Depok",299000000,2,36,50
"Tanah Baru, Depok",1650000000,3,105,72
"Sawangan, Depok",1645000000,3,79,120
"Cimanggis, Depok",2400000000,4,160,200
"Bojongsari, Depok",1500000000,4,95,163
"Pangkalan Jati, Depok",3450000000,4,164,324
"Cinere, Depok",5000000000,5,250,300
"Sawangan Baru, Depok",700000000,3,63,60
"Cinangka, Depok",800000000,3,60,72
"Cinere, Depok",850000000,2,80,83
"Beji, Depok",730000000,2,40,57
"Sawangan, Depok",786000000,3,70,61
"Beji, Depok",750000000,2,42,61
"Harjamukti, Depok",2100000000,4,136,125
"Sukmajaya, Depok",550000000,2,40,72
